DT,SODAR-100
2022-01-21 12:00:00,11.12
2022-01-21 12:10:00,8.64
2022-01-21 12:20:00,10.14
2022-01-21 12:30:00,9.63
2022-01-21 12:40:00,9.85
2022-01-21 12:50:00,9.05
2022-01-21 13:00:00,11.08
2022-01-21 13:10:00,8.48
2022-01-21 13:20:00,10.5
2022-01-21 13:30:00,9.57
2022-01-21 13:40:00,9.89
2022-01-21 13:50:00,9.43
2022-01-21 14:00:00,8.49
2022-01-21 14:10:00,10.66
2022-01-21 14:20:00,9.8
2022-01-21 14:30:00,8.75
2022-01-21 14:40:00,8.63
2022-01-21 14:50:00,7.83
2022-01-21 15:00:00,8.54
2022-01-21 15:10:00,8.75
2022-01-21 15:20:00,9.1
2022-01-21 15:30:00,9.0
2022-01-21 15:40:00,8.7
2022-01-21 15:50:00,8.13
2022-01-21 16:00:00,7.73
2022-01-21 16:10:00,7.88
2022-01-21 16:20:00,8.26
2022-01-21 16:30:00,8.06
2022-01-21 16:40:00,8.81
2022-01-21 16:50:00,8.16
2022-01-21 17:00:00,8.38
2022-01-21 17:10:00,7.91
2022-01-21 17:20:00,7.63
2022-01-21 17:30:00,8.03
2022-01-21 17:40:00,7.93
2022-01-21 17:50:00,7.23
2022-01-21 18:00:00,7.61
2022-01-21 18:10:00,6.76
2022-01-21 18:20:00,6.96
2022-01-21 18:30:00,6.31
2022-01-21 18:40:00,6.07
2022-01-21 18:50:00,5.77
2022-01-21 19:00:00,5.57
2022-01-21 19:10:00,6.77
2022-01-21 19:20:00,5.91
2022-01-21 19:30:00,6.16
2022-01-21 19:40:00,5.65
2022-01-21 19:50:00,5.7
2022-01-21 20:00:00,6.17
2022-01-21 20:10:00,6.18
2022-01-21 20:20:00,5.67
2022-01-21 20:30:00,5.59
2022-01-21 20:40:00,5.31
2022-01-21 20:50:00,5.07
2022-01-21 21:00:00,5.16
2022-01-21 21:10:00,5.56
2022-01-21 21:20:00,6.55
2022-01-21 21:30:00,6.73
2022-01-21 21:40:00,7.34
2022-01-21 21:50:00,6.64
2022-01-21 22:00:00,6.88
2022-01-21 22:10:00,6.73
2022-01-21 22:20:00,6.86
2022-01-21 22:30:00,7.31
2022-01-21 22:40:00,6.78
2022-01-21 22:50:00,6.64
2022-01-21 23:00:00,6.98
2022-01-21 23:10:00,6.35
2022-01-21 23:20:00,6.53
2022-01-21 23:30:00,6.53
2022-01-21 23:40:00,6.1
2022-01-21 23:50:00,6.58
2022-01-22 00:00:00,6.25
2022-01-22 00:10:00,6.57
2022-01-22 00:20:00,5.98
2022-01-22 00:30:00,6.64
2022-01-22 00:40:00,7.11
2022-01-22 00:50:00,6.71
2022-01-22 01:00:00,6.79
2022-01-22 01:10:00,6.57
2022-01-22 01:20:00,6.97
2022-01-22 01:30:00,5.74
2022-01-22 01:40:00,6.06
2022-01-22 01:50:00,6.6
2022-01-22 02:00:00,5.99
2022-01-22 02:10:00,6.77
2022-01-22 02:20:00,6.33
2022-01-22 02:30:00,6.62
2022-01-22 02:40:00,6.77
2022-01-22 02:50:00,6.35
2022-01-22 03:00:00,6.08
2022-01-22 03:10:00,6.08
2022-01-22 03:20:00,6.09
2022-01-22 03:30:00,6.59
2022-01-22 03:40:00,7.21
2022-01-22 03:50:00,7.43
2022-01-22 04:00:00,8.04
2022-01-22 04:10:00,7.18
2022-01-22 04:20:00,7.14
2022-01-22 04:30:00,6.49
2022-01-22 04:40:00,7.47
2022-01-22 04:50:00,7.28
2022-01-22 05:00:00,7.43
2022-01-22 05:10:00,7.28
2022-01-22 05:20:00,7.29
2022-01-22 05:30:00,7.72
2022-01-22 05:40:00,7.09
2022-01-22 05:50:00,7.07
2022-01-22 06:00:00,7.46
2022-01-22 06:10:00,7.84
2022-01-22 06:20:00,7.75
2022-01-22 06:30:00,6.68
2022-01-22 06:40:00,7.34
2022-01-22 06:50:00,7.03
2022-01-22 07:00:00,7.02
2022-01-22 07:10:00,7.21
2022-01-22 07:20:00,6.89
2022-01-22 07:30:00,5.82
2022-01-22 07:40:00,6.5
2022-01-22 07:50:00,6.04
2022-01-22 08:00:00,6.58
2022-01-22 08:10:00,7.57
2022-01-22 08:20:00,7.37
2022-01-22 08:30:00,7.07
2022-01-22 08:40:00,7.85
2022-01-22 08:50:00,6.85
2022-01-22 09:00:00,7.19
2022-01-22 09:10:00,7.61
2022-01-22 09:20:00,7.61
2022-01-22 09:30:00,7.1
2022-01-22 09:40:00,7.02
2022-01-22 09:50:00,7.1
2022-01-22 10:00:00,7.48
2022-01-22 10:10:00,6.6
2022-01-22 10:20:00,8.12
2022-01-22 10:30:00,7.26
2022-01-22 10:40:00,8.26
2022-01-22 10:50:00,7.24
2022-01-22 11:00:00,7.91
2022-01-22 11:10:00,7.64
2022-01-22 11:20:00,8.15
2022-01-22 11:30:00,8.39
2022-01-22 11:40:00,8.73
2022-01-22 11:50:00,9.26
2022-01-22 12:00:00,9.36
2022-01-22 12:10:00,8.27
2022-01-22 12:20:00,10.17
2022-01-22 12:30:00,8.88
2022-01-22 12:40:00,8.93
2022-01-22 12:50:00,8.78
2022-01-22 13:00:00,8.36
2022-01-22 13:10:00,8.53
2022-01-22 13:20:00,8.55
2022-01-22 13:30:00,9.61
2022-01-22 13:40:00,9.75
2022-01-22 13:50:00,9.27
2022-01-22 14:00:00,8.71
2022-01-22 14:10:00,10.27
2022-01-22 14:20:00,8.88
2022-01-22 14:30:00,10.33
2022-01-22 14:40:00,8.4
2022-01-22 14:50:00,10.24
2022-01-22 15:00:00,10.32
2022-01-22 15:10:00,10.0
