DT,SODAR-100
2022-05-20 12:50:00,4.89
2022-05-20 13:00:00,5.02
2022-05-20 13:10:00,4.75
2022-05-20 13:20:00,5.6
2022-05-20 13:30:00,5.39
2022-05-20 13:40:00,5.56
2022-05-20 13:50:00,5.21
2022-05-20 14:00:00,4.75
2022-05-20 14:10:00,5.64
2022-05-20 14:20:00,5.23
2022-05-20 14:30:00,6.43
2022-05-20 14:40:00,5.81
2022-05-20 14:50:00,4.66
2022-05-20 15:00:00,5.4
2022-05-20 15:10:00,5.27
2022-05-20 15:20:00,5.26
2022-05-20 15:30:00,5.28
2022-05-20 15:40:00,5.94
2022-05-20 15:50:00,4.96
2022-05-20 16:00:00,5.93
2022-05-20 16:10:00,5.46
2022-05-20 16:20:00,5.4
2022-05-20 16:30:00,4.78
2022-05-20 16:40:00,5.0
2022-05-20 16:50:00,4.32
2022-05-20 17:00:00,4.71
2022-05-20 17:10:00,4.7
2022-05-20 17:20:00,3.81
2022-05-20 17:30:00,3.21
2022-05-20 17:40:00,2.91
2022-05-20 17:50:00,3.29
2022-05-20 18:00:00,3.01
2022-05-20 18:10:00,4.28
2022-05-20 18:20:00,2.1
2022-05-20 18:30:00,2.09
2022-05-20 18:40:00,4.29
2022-05-20 20:10:00,1.97
2022-05-20 20:20:00,2.77
2022-05-20 20:30:00,1.91
2022-05-20 20:40:00,1.2
2022-05-20 20:50:00,0.85
2022-05-20 21:00:00,1.35
2022-05-20 21:10:00,0.94
2022-05-20 21:20:00,0.82
2022-05-20 21:30:00,2.33
2022-05-20 21:40:00,4.19
2022-05-20 21:50:00,4.31
2022-05-20 22:00:00,4.97
2022-05-20 22:10:00,7.04
2022-05-20 22:20:00,6.44
2022-05-20 22:30:00,5.38
2022-05-20 22:40:00,4.72
2022-05-20 22:50:00,5.18
2022-05-20 23:00:00,4.47
2022-05-20 23:10:00,4.5
2022-05-20 23:20:00,4.25
2022-05-20 23:30:00,4.22
2022-05-20 23:40:00,4.62
2022-05-20 23:50:00,4.23
2022-05-21 00:00:00,4.69
2022-05-21 00:10:00,3.94
2022-05-21 00:20:00,4.22
2022-05-21 00:30:00,4.27
2022-05-21 00:40:00,3.78
2022-05-21 00:50:00,2.37
2022-05-21 01:00:00,3.21
2022-05-21 01:10:00,4.58
2022-05-21 01:20:00,4.98
2022-05-21 01:30:00,5.44
2022-05-21 01:40:00,5.23
2022-05-21 01:50:00,6.22
2022-05-21 02:00:00,6.49
2022-05-21 02:10:00,5.71
2022-05-21 02:20:00,5.63
2022-05-21 02:30:00,5.61
2022-05-21 02:40:00,5.7
2022-05-21 02:50:00,5.05
2022-05-21 03:00:00,5.11
2022-05-21 03:10:00,5.84
2022-05-21 03:20:00,5.87
2022-05-21 03:30:00,5.29
2022-05-21 03:40:00,4.91
2022-05-21 03:50:00,3.94
2022-05-21 04:00:00,3.71
2022-05-21 04:10:00,4.01
2022-05-21 04:20:00,3.55
2022-05-21 04:30:00,4.25
