DT,SODAR-100
2022-06-21 16:00:00,5.52
2022-06-21 16:10:00,5.49
2022-06-21 16:20:00,5.45
2022-06-21 16:30:00,5.98
2022-06-21 16:40:00,6.1
2022-06-21 16:50:00,6.67
2022-06-21 17:00:00,5.85
2022-06-21 17:10:00,4.83
2022-06-21 17:20:00,5.66
2022-06-21 17:30:00,5.78
2022-06-21 17:40:00,6.35
2022-06-21 17:50:00,5.35
2022-06-21 18:00:00,6.64
2022-06-21 18:10:00,6.64
2022-06-21 18:20:00,6.03
2022-06-21 18:30:00,6.54
2022-06-21 18:40:00,6.41
2022-06-21 18:50:00,5.95
2022-06-21 19:00:00,6.43
2022-06-21 19:10:00,6.97
2022-06-21 19:20:00,6.32
2022-06-21 19:30:00,6.28
2022-06-21 19:40:00,5.97
2022-06-21 19:50:00,6.51
2022-06-21 20:00:00,6.54
2022-06-21 20:10:00,5.62
2022-06-21 20:20:00,7.23
2022-06-21 20:30:00,5.97
2022-06-21 20:40:00,6.41
2022-06-21 20:50:00,6.62
2022-06-21 21:00:00,6.23
2022-06-21 21:10:00,5.88
2022-06-21 21:20:00,5.69
2022-06-21 21:30:00,6.48
2022-06-21 21:40:00,5.95
2022-06-21 21:50:00,5.66
2022-06-21 22:00:00,6.45
2022-06-21 22:10:00,6.26
2022-06-21 22:20:00,5.88
2022-06-21 22:30:00,5.91
2022-06-21 22:40:00,5.5
2022-06-21 22:50:00,5.19
2022-06-21 23:00:00,5.43
2022-06-21 23:10:00,5.54
2022-06-21 23:20:00,6.11
2022-06-21 23:30:00,5.8
2022-06-21 23:40:00,5.62
2022-06-21 23:50:00,4.7
2022-06-22 00:00:00,5.03
2022-06-22 00:10:00,5.14
2022-06-22 00:20:00,5.12
2022-06-22 00:30:00,6.65
2022-06-22 00:40:00,5.44
2022-06-22 00:50:00,5.38
2022-06-22 01:00:00,4.77
2022-06-22 01:10:00,4.45
2022-06-22 01:20:00,3.89
2022-06-22 01:30:00,3.64
2022-06-22 01:40:00,4.18
2022-06-22 01:50:00,4.2
2022-06-22 02:00:00,5.04
2022-06-22 02:10:00,4.56
